open,high,low,close,volume,time
5162856.0,5201931.0,4989898.0,5045573.0,358.6176,2022-04-14
5045590.0,5167997.0,5024475.0,5134199.0,370.2112,2022-04-15
5134209.0,5148863.0,5065852.0,5114629.0,108.8337,2022-04-16
5114629.0,5137759.0,5001420.0,5028642.0,127.3843,2022-04-17
5028967.0,5217527.0,4890000.0,5184418.0,570.7619,2022-04-18
5184923.0,5375000.0,5184923.0,5366366.0,275.0375,2022-04-19
5366997.0,5405325.0,5226828.0,5302227.0,380.7773,2022-04-20
5299933.0,5508457.0,5104474.0,5204790.0,427.6585,2022-04-21
5205691.0,5228374.0,5047044.0,5109000.0,337.6946,2022-04-22
5109001.0,5134936.0,5055000.0,5072001.0,123.9559,2022-04-23
5074382.0,5135600.0,5020036.0,5081170.0,168.8269,2022-04-24
5080239.0,5196820.0,4915306.0,5171976.0,590.2778,2022-04-25
5171976.0,5220000.0,4812122.0,4859740.0,537.0921,2022-04-26
4859740.0,5064470.0,4835265.0,5043961.0,473.4588,2022-04-27
5043961.0,5291873.0,5034582.0,5202666.0,497.8740,2022-04-28
5202103.0,5211427.0,4965321.0,5026516.0,376.3268,2022-04-29
5026130.0,5047410.0,4896024.0,4905454.0,215.6095,2022-04-30
4904441.0,5024652.0,4876830.0,5006030.0,280.5742,2022-05-01
5004893.0,5115800.0,4955311.0,5014385.0,381.8048,2022-05-02
5014402.0,5032009.0,4891000.0,4915000.0,195.3450,2022-05-03
4915001.0,5160000.0,4907101.0,5125340.0,424.2201,2022-05-04
5125341.0,5143999.0,4654910.0,4774202.0,638.5442,2022-05-05
4774202.0,4795280.0,4617721.0,4707764.0,560.0693,2022-05-06
4707761.0,4720000.0,4550415.0,4640145.0,219.0036,2022-05-07
4640146.0,4641988.0,4412121.0,4456545.0,398.0430,2022-05-08
4457628.0,4492727.0,3934256.0,3937791.0,1354.1239,2022-05-09
3937788.0,4276321.0,3890000.0,4058335.0,1335.7860,2022-05-10
4058322.0,4180000.0,3630001.0,3789697.0,2021.6651,2022-05-11
3789999.0,3950000.0,3422275.0,3726058.0,2260.1210,2022-05-12
3727722.0,4025193.0,3690165.0,3795509.0,1104.2163,2022-05-13
3795509.0,3923101.0,3701112.0,3892322.0,364.2916,2022-05-14
3892322.0,4070010.0,3814824.0,4053799.0,401.6809,2022-05-15
4053724.0,4053724.0,3756114.0,3851247.0,692.6813,2022-05-16
3852741.0,3982890.0,3805328.0,3940001.0,437.9209,2022-05-17
3940506.0,3968322.0,3661946.0,3669308.0,504.6845,2022-05-18
3669648.0,3898372.0,3669648.0,3876112.0,487.2147,2022-05-19
3876111.0,3938000.0,3669420.0,3734710.0,464.3486,2022-05-20
3735136.0,3788367.0,3704194.0,3762679.0,110.8231,2022-05-21
3762738.0,3899459.0,3742651.0,3873715.0,245.3675,2022-05-22
3873439.0,3915368.0,3690521.0,3720011.0,465.3455,2022-05-23
3721123.0,3785764.0,3632500.0,3757783.0,463.9208,2022-05-24
3758083.0,3841048.0,3728012.0,3754245.0,397.4689,2022-05-25
3754493.0,3803946.0,3565691.0,3708298.0,649.0510,2022-05-26
3708168.0,3730000.0,3600000.0,3634808.0,545.7638,2022-05-27
3637217.0,3714192.0,3628715.0,3689518.0,157.6537,2022-05-28
3689557.0,3760000.0,3669092.0,3749801.0,131.8706,2022-05-29
3749807.0,4102000.0,3722000.0,4051040.0,642.0910,2022-05-30
4049746.0,4160000.0,4000001.0,4090193.0,464.6380,2022-05-31
4092222.0,4123443.0,3812361.0,3876711.0,594.6446,2022-06-01
3878370.0,3983740.0,3837415.0,3955327.0,480.8232,2022-06-02
3955327.0,3982310.0,3818214.0,3888001.0,431.0637,2022-06-03
3888001.0,3921365.0,3859292.0,3901835.0,126.3144,2022-06-04
3902222.0,3943001.0,3863000.0,3907729.0,172.5307,2022-06-05
3906483.0,4157653.0,3905001.0,4141111.0,512.6263,2022-06-06
4141111.0,4186281.0,3880103.0,4127502.0,1029.7063,2022-06-07
4127875.0,4148686.0,3971248.0,4056501.0,674.7423,2022-06-08
4056501.0,4099934.0,4003240.0,4040936.0,483.8010,2022-06-09
4040936.0,4062682.0,3881369.0,3911394.0,509.6940,2022-06-10
3911394.0,3956404.0,3783449.0,3820263.0,379.3420,2022-06-11
3822307.0,3837776.0,3588775.0,3588800.0,486.6388,2022-06-12
3588220.0,3624998.0,2965961.0,3032111.0,1803.4048,2022-06-13
3030230.0,3146709.0,2811669.0,2995907.0,1880.1577,2022-06-14
2994359.0,3063999.0,2714896.0,3035446.0,2260.6251,2022-06-15
3035294.0,3090000.0,2683700.0,2703333.0,941.9485,2022-06-16
2705027.0,2874694.0,2684244.0,2762719.0,804.1149,2022-06-17
2763628.0,2804319.0,2401111.0,2566722.0,1347.0495,2022-06-18
2565688.0,2815285.0,2431241.0,2784975.0,1082.4848,2022-06-19
2783562.0,2844937.0,2650365.0,2776174.0,983.8909,2022-06-20
2776635.0,2955340.0,2746437.0,2824878.0,656.6565,2022-06-21
2826035.0,2841147.0,2693075.0,2716287.0,862.2291,2022-06-22
2717280.0,2858575.0,2705759.0,2846568.0,720.1249,2022-06-23
2846563.0,2912137.0,2791010.0,2871100.0,716.8272,2022-06-24
2871100.0,2914396.0,2830036.0,2902290.0,444.5042,2022-06-25
2903316.0,2954804.0,2833440.0,2843621.0,371.8311,2022-06-26
2843620.0,2904023.0,2782285.0,2810054.0,486.2276,2022-06-27
2810054.0,2877300.0,2753527.0,2760601.0,473.0703,2022-06-28
2760601.0,2788043.0,2707014.0,2746591.0,484.3131,2022-06-29
2746176.0,2754261.0,2534700.0,2710904.0,528.8015,2022-06-30
2711463.0,2838883.0,2573175.0,2608210.0,611.4085,2022-07-01
2609959.0,2631999.0,2573836.0,2605557.0,203.8114,2022-07-02
2605558.0,2657952.0,2545330.0,2610914.0,209.0244,2022-07-03
2610915.0,2762609.0,2580000.0,2747873.0,325.2736,2022-07-04
2748770.0,2816000.0,2625713.0,2736006.0,732.5170,2022-07-05
2732500.0,2807660.0,2674763.0,2793354.0,500.0254,2022-07-06
2793278.0,2966772.0,2750464.0,2935076.0,491.4136,2022-07-07
2935911.0,3050000.0,2890147.0,2939996.0,616.5830,2022-07-08
2938841.0,2986802.0,2906129.0,2935999.0,191.8152,2022-07-09
2936314.0,2937018.0,2812618.0,2842193.0,200.1349,2022-07-10
2844267.0,2857495.0,2731601.0,2745757.0,282.1559,2022-07-11
2744388.0,2757969.0,2637000.0,2641863.0,436.0887,2022-07-12
2644064.0,2799985.0,2600000.0,2789000.0,736.8988,2022-07-13
2789000.0,2895487.0,2730424.0,2855947.0,474.2919,2022-07-14
2856698.0,2935789.0,2829952.0,2884865.0,519.6914,2022-07-15
2884999.0,2984008.0,2837044.0,2935373.0,317.3083,2022-07-16
2934184.0,2997706.0,2873725.0,2875971.0,314.7941,2022-07-17
2877113.0,3141796.0,2873094.0,3103516.0,754.5888,2022-07-18
3102110.0,3289540.0,2980000.0,3236045.0,1076.0383,2022-07-19
3236179.0,3356023.0,3132769.0,3214998.0,701.9410,2022-07-20
3213994.0,3242295.0,3090001.0,3174525.0,534.6452,2022-07-21
3174629.0,3243999.0,3069504.0,3092499.0,501.6950,2022-07-22
3092499.0,3134859.0,2992670.0,3060276.0,286.9425,2022-07-23
3060278.0,3133120.0,3034308.0,3079667.0,257.7606,2022-07-24
3079655.0,3094029.0,2903972.0,2909621.0,514.8331,2022-07-25
2910237.0,2917819.0,2834164.0,2914753.0,357.3315,2022-07-26
2915650.0,3153942.0,2887587.0,3125210.0,608.3835,2022-07-27
3124999.0,3239999.0,3060659.0,3203934.0,717.3444,2022-07-28
3203636.0,3249959.0,3146061.0,3168674.0,524.8509,2022-07-29
3170990.0,3281090.0,3136011.0,3152592.0,578.7540,2022-07-30
3152591.0,3222762.0,3097887.0,3112710.0,286.7097,2022-07-31
3112099.0,3113548.0,3020008.0,3070931.0,546.9079,2022-08-01
3068812.0,3104563.0,2968779.0,3067134.0,452.4217,2022-08-02
3066319.0,3162000.0,3027305.0,3060377.0,369.2343,2022-08-03
3060376.0,3108397.0,2986021.0,3005000.0,311.2264,2022-08-04
3005000.0,3154199.0,3004645.0,3145298.0,405.0422,2022-08-05
3146244.0,3150000.0,3092868.0,3097425.0,124.5753,2022-08-06
3097810.0,3158000.0,3084767.0,3130476.0,159.5953,2022-08-07
3130343.0,3266932.0,3130342.0,3210739.0,415.5732,2022-08-08
3211201.0,3228276.0,3090254.0,3131901.0,327.7066,2022-08-09
3131901.0,3221302.0,3072971.0,3183010.0,540.8505,2022-08-10
3182011.0,3289443.0,3178000.0,3189002.0,475.7038,2022-08-11
3189002.0,3260000.0,3169001.0,3256294.0,290.0439,2022-08-12
3256665.0,3318000.0,3246888.0,3266630.0,296.5919,2022-08-13
3267818.0,3338999.0,3230714.0,3246424.0,236.0422,2022-08-14
3246424.0,3359000.0,3172183.0,3215000.0,596.6105,2022-08-15
3214330.0,3243991.0,3183291.0,3207419.0,230.3831,2022-08-16
3207001.0,3281997.0,3140000.0,3155095.0,416.0537,2022-08-17
3155095.0,3189147.0,3145001.0,3154319.0,250.4467,2022-08-18
3154319.0,3154935.0,2854580.0,2858501.0,676.8536,2022-08-19
2858501.0,2932000.0,2854580.0,2904745.0,333.0537,2022-08-20
2904460.0,2984365.0,2891699.0,2952468.0,238.0370,2022-08-21
2952468.0,2964996.0,2863412.0,2948126.0,252.4552,2022-08-22
2947288.0,2968768.0,2879056.0,2944389.0,443.1946,2022-08-23
2944505.0,2996932.0,2901000.0,2932404.0,393.4299,2022-08-24
2932403.0,2979329.0,2921254.0,2949477.0,334.3210,2022-08-25
2948427.0,2988622.0,2770610.0,2790697.0,854.5445,2022-08-26
2790000.0,2809890.0,2732670.0,2761523.0,247.0638,2022-08-27
2761522.0,2780000.0,2705028.0,2705811.0,205.1019,2022-08-28
2707213.0,2835000.0,2707213.0,2815408.0,337.0093,2022-08-29
2815349.0,2852888.0,2717445.0,2750444.0,366.9002,2022-08-30
2753539.0,2834872.0,2752539.0,2795695.0,270.1342,2022-08-31
2795070.0,2827151.0,2743008.0,2817632.0,279.6513,2022-09-01
2818613.0,2863812.0,2771462.0,2803133.0,334.4443,2022-09-02
2803132.0,2812109.0,2761381.0,2783807.0,101.1193,2022-09-03
2784503.0,2810409.0,2751382.0,2809707.0,133.0477,2022-09-04
2809729.0,2816331.0,2762826.0,2781513.0,224.3181,2022-09-05
2781513.0,2837087.0,2666668.0,2692887.0,598.7942,2022-09-06
2692809.0,3360000.0,2658000.0,2777777.0,609.1110,2022-09-07
2779366.0,2796259.0,2742639.0,2775792.0,388.6169,2022-09-08
2775791.0,3076320.0,2774793.0,3044633.0,631.3417,2022-09-09
3044633.0,3102958.0,3015036.0,3086000.0,354.2232,2022-09-10
3084169.0,3112500.0,3042493.0,3112369.0,244.2762,2022-09-11
3111169.0,3207000.0,3080293.0,3192916.0,503.5424,2022-09-12
3192917.0,3230027.0,2875002.0,2918050.0,969.0870,2022-09-13
2918050.0,2966152.0,2810001.0,2891714.0,545.4220,2022-09-14
2892320.0,2919001.0,2800601.0,2824144.0,474.0198,2022-09-15
2824145.0,2847583.0,2771545.0,2829997.0,344.1762,2022-09-16
2829998.0,2884990.0,2827996.0,2878564.0,194.6337,2022-09-17
2878565.0,2878565.0,2770128.0,2775219.0,281.5882,2022-09-18
2775268.0,2816619.0,2631000.0,2799138.0,574.2171,2022-09-19
2798063.0,2809000.0,2693026.0,2710277.0,316.5591,2022-09-20
2710400.0,2866789.0,2621432.0,2669211.0,838.5505,2022-09-21
2668144.0,2782940.0,2655955.0,2764211.0,736.5961,2022-09-22
2765058.0,2778000.0,2661000.0,2762858.0,429.3221,2022-09-23
2762859.0,2763000.0,2695683.0,2712137.0,232.3481,2022-09-24
2711531.0,2744347.0,2674985.0,2700652.0,184.0875,2022-09-25
2699751.0,2782013.0,2692606.0,2776549.0,436.9526,2022-09-26
2777689.0,2942970.0,2727899.0,2764576.0,747.1901,2022-09-27
2764379.0,2845000.0,2685000.0,2799999.0,550.2074,2022-09-28
2800000.0,2835000.0,2727992.0,2828510.0,418.3220,2022-09-29
2828510.0,2916960.0,2776053.0,2813345.0,466.8530,2022-09-30
2812890.0,2820177.0,2776061.0,2795703.0,130.1380,2022-10-01
2795704.0,2806328.0,2746150.0,2762417.0,189.2864,2022-10-02
2763000.0,2847296.0,2752437.0,2837837.0,280.5077,2022-10-03
2837838.0,2943000.0,2826755.0,2923647.0,378.2048,2022-10-04
2923663.0,2932073.0,2855346.0,2906624.0,354.1231,2022-10-05
2906701.0,2954074.0,2880000.0,2895999.0,377.2396,2022-10-06
2896000.0,2907971.0,2811112.0,2842075.0,379.1490,2022-10-07
2842074.0,2853294.0,2800000.0,2823196.0,104.1777,2022-10-08
2823195.0,2844344.0,2812290.0,2829983.0,85.5268,2022-10-09
2829983.0,2841000.0,2780000.0,2789182.0,243.1849,2022-10-10
2789861.0,2807504.0,2754488.0,2783024.0,285.9111,2022-10-11
2784046.0,2822999.0,2784046.0,2811634.0,277.9347,2022-10-12
2811424.0,2872000.0,2691000.0,2855261.0,647.8784,2022-10-13
2854932.0,2932520.0,2840001.0,2853987.0,432.0637,2022-10-14
2853987.0,2859677.0,2825001.0,2835730.0,105.1249,2022-10-15
2836247.0,2884999.0,2836247.0,2862443.0,147.1812,2022-10-16
2862443.0,2922000.0,2848260.0,2911749.0,190.5509,2022-10-17
2911000.0,2931610.0,2852636.0,2886075.0,280.7384,2022-10-18
2886074.0,2888872.0,2860037.0,2865664.0,189.7970,2022-10-19
2865664.0,2894074.0,2837516.0,2860001.0,274.9395,2022-10-20
2860000.0,2893611.0,2802888.0,2838654.0,480.9631,2022-10-21
2838653.0,2847081.0,2830075.0,2841105.0,99.8877,2022-10-22
2841106.0,2928087.0,2825001.0,2886499.0,253.8073,2022-10-23
2886499.0,2906910.0,2858981.0,2879434.0,245.3072,2022-10-24
2879151.0,3013333.0,2868754.0,2967062.0,397.7142,2022-10-25
2967062.0,3082392.0,2963000.0,3034074.0,478.3444,2022-10-26
3034073.0,3048213.0,2957506.0,2968736.0,323.9207,2022-10-27
2969000.0,3064000.0,2952000.0,3036483.0,356.0100,2022-10-28
3036487.0,3108291.0,3032680.0,3070921.0,233.9014,2022-10-29
3070921.0,3086005.0,3031111.0,3050982.0,180.3761,2022-10-30
3051013.0,3093000.0,3015123.0,3054000.0,308.8544,2022-10-31
3054001.0,3060448.0,3013647.0,3034366.0,269.8365,2022-11-01
3034365.0,3044998.0,2975000.0,2987921.0,373.2355,2022-11-02
2987921.0,3015000.0,2971793.0,2998240.0,224.8620,2022-11-03
2998240.0,3115800.0,2996075.0,3100001.0,401.1482,2022-11-04
3100002.0,3146615.0,3092306.0,3124680.0,182.9748,2022-11-05
3124680.0,3132289.0,3074968.0,3076074.0,139.3281,2022-11-06
3076075.0,3108000.0,3000000.0,3024022.0,377.1992,2022-11-07
3024062.0,3033820.0,2650000.0,2711781.0,1199.4173,2022-11-08
2711160.0,2720145.0,2300000.0,2336945.0,1566.1322,2022-11-09
2337869.0,2600000.0,2319159.0,2502496.0,1661.2079,2022-11-10
2502496.0,2519314.0,2300000.0,2370092.0,1299.9700,2022-11-11
2370330.0,2378528.0,2310000.0,2324288.0,455.8464,2022-11-12
2325126.0,2345000.0,2250000.0,2273979.0,493.0236,2022-11-13
2273980.0,2411353.0,2205244.0,2326143.0,843.7629,2022-11-14
2326142.0,2381479.0,2318246.0,2346759.0,507.4705,2022-11-15
2346759.0,2378859.0,2285002.0,2324578.0,385.5544,2022-11-16
2323948.0,2347829.0,2293000.0,2342680.0,256.3661,2022-11-17
2341794.0,2382858.0,2321296.0,2345124.0,251.5319,2022-11-18
2345124.0,2363713.0,2325000.0,2345260.0,87.9652,2022-11-19
2345243.0,2349097.0,2272316.0,2284841.0,161.4879,2022-11-20
2284001.0,2309984.0,2206000.0,2246974.0,428.4624,2022-11-21
2246884.0,2303365.0,2220000.0,2289167.0,378.4658,2022-11-22
